Cycle_Number,Re,Rct,Temperature,File_Name
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.072716117,0.237289325,,data.csv
,,,,data.csv
,0.066330544,0.226688423,,data.csv
,,,,data.csv
,0.073793917,0.234028051,,data.csv
,,,,data.csv
,0.066257164,0.20403872,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.074070854,0.247124335,,data.csv
,,,,data.csv
,0.067776274,0.225346728,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.075535855,0.226963025,,data.csv
,,,,data.csv
,0.069805634,0.231391799,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.075240638,0.236067929,,data.csv
,,,,data.csv
,0.069503016,0.226734584,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.075578252,0.238158836,,data.csv
,,,,data.csv
,0.069479301,0.223316338,,data.csv
,,,,data.csv
,0.075148156,0.238058575,,data.csv
,,,,data.csv
,0.069534007,0.223536897,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.077842689,0.254874992,,data.csv
,,,,data.csv
,0.070288505,0.224769541,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.076656618,0.252431807,,data.csv
,,,,data.csv
,0.072656246,0.217519304,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.076663111,0.268866501,,data.csv
,,,,data.csv
,0.071687734,0.249432601,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.076510435,0.251823227,,data.csv
,,,,data.csv
,0.071637896,0.243567372,,data.csv
,,,,data.csv
,0.079034405,0.253987476,,data.csv
,,,,data.csv
,0.073092299,0.24055566,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.078199626,0.260276171,,data.csv
,,,,data.csv
,0.07196197,0.23710627,,data.csv
,,,,data.csv
,0.076788146,0.244168016,,data.csv
,,,,data.csv
,0.073390443,0.252368256,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.077101688,0.233808746,,data.csv
,,,,data.csv
,0.073910321,0.25016769,,data.csv
,,,,data.csv
,0.076443544,0.256447267,,data.csv
,,,,data.csv
,0.073033088,0.233874592,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.07792709,0.252823179,,data.csv
,,,,data.csv
,0.073910352,0.238779468,,data.csv
,,,,data.csv
,0.077990779,0.239748939,,data.csv
,,,,data.csv
,0.074862427,0.211844129,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.07857735,0.229261521,,data.csv
,,,,data.csv
,0.074896439,0.197988221,,data.csv
,,,,data.csv
,0.079214425,0.223450956,,data.csv
,,,,data.csv
,0.075769269,0.208956566,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.080002055,0.232294141,,data.csv
,,,,data.csv
,0.075332203,0.195197693,,data.csv
,,,,data.csv
,0.081884377,0.231004839,,data.csv
,,,,data.csv
,0.076414715,0.194707118,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.082190479,0.240728261,,data.csv
,,,,data.csv
,0.076948968,0.216375356,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.082155242,0.227288739,,data.csv
,,,,data.csv
,0.081201054,0.211237846,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.081370075,0.246252494,,data.csv
,,,,data.csv
,0.078869566,0.213708291,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.082251947,0.242978787,,data.csv
,,,,data.csv
,0.079982671,0.204773793,,data.csv
,,,,data.csv
,0.080860616,0.238794708,,data.csv
,,,,data.csv
,0.078832782,0.21023071,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.083592482,0.254675825,,data.csv
,,,,data.csv
,0.078606616,0.215498223,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.082583005,0.252611635,,data.csv
,,,,data.csv
,0.079276839,0.219543479,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.084965238,0.25313505,,data.csv
,,,,data.csv
,0.080639665,0.236490956,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.083665065,0.243258981,,data.csv
,,,,data.csv
,0.079062708,0.233966172,,data.csv
,,,,data.csv
,0.084171393,0.254119381,,data.csv
,,,,data.csv
,0.080369122,0.230266131,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.08362969,0.250418563,,data.csv
,,,,data.csv
,0.078777288,0.237216929,,data.csv
,,,,data.csv
,0.083766474,0.247656289,,data.csv
,,,,data.csv
,0.079917753,0.232016433,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.082879267,0.220831201,,data.csv
,,,,data.csv
,0.081652577,0.233128703,,data.csv
,,,,data.csv
,0.081408273,0.242258613,,data.csv
,,,,data.csv
,0.080050825,0.21938243,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.082361204,0.254526556,,data.csv
,,,,data.csv
,0.080526834,0.225725323,,data.csv
,,,,data.csv
,0.091945339,0.187071704,,data.csv
,,,,data.csv
,0.077175903,0.182668571,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.081965958,0.244925095,,data.csv
,,,,data.csv
,0.076234537,0.189841933,,data.csv
,,,,data.csv
,0.082378546,0.228528124,,data.csv
,,,,data.csv
,0.075592091,0.188302424,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.081205887,0.232715267,,data.csv
,,,,data.csv
,0.077204074,0.19135754,,data.csv
,,,,data.csv
,0.083320693,0.228232495,,data.csv
,,,,data.csv
,0.075637867,0.194016008,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.081183062,0.240534466,,data.csv
,,,,data.csv
,0.077714119,0.186819763,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.082159656,0.250820648,,data.csv
,,,,data.csv
,0.078217825,0.19552928,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.083237208,0.227857708,,data.csv
,,,,data.csv
,0.079503701,0.197440629,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.082429792,0.238600077,,data.csv
,,,,data.csv
,0.078594615,0.211006452,,data.csv
,,,,data.csv
,0.085284824,0.230347692,,data.csv
,,,,data.csv
,0.078243806,0.193010617,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.08302083,0.23756384,,data.csv
,,,,data.csv
,0.079400674,0.210264935,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.08343387,0.234009635,,data.csv
,,,,data.csv
,0.081017881,0.212745488,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.084462263,0.232110088,,data.csv
,,,,data.csv
,0.081960423,0.20587663,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.085641203,0.235078656,,data.csv
,,,,data.csv
,0.081325313,0.21271576,,data.csv
,,,,data.csv
,0.085344954,0.230202573,,data.csv
,,,,data.csv
,0.080893514,0.196667411,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.084330789,0.234403163,,data.csv
,,,,data.csv
,0.082349572,0.209295401,,data.csv
,,,,data.csv
,0.086287317,0.238602453,,data.csv
,,,,data.csv
,0.080851664,0.207382287,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.083476664,0.222419464,,data.csv
,,,,data.csv
,0.082495335,0.217765913,,data.csv
,,,,data.csv
,0.086073549,0.227107136,,data.csv
,,,,data.csv
,0.082532023,0.190978858,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.085576288,0.236317546,,data.csv
,,,,data.csv
,0.080831799,0.211462712,,data.csv
,,,,data.csv
,0.069533822,0.112705657,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.063972299,0.108559813,,data.csv
,,,,data.csv
,0.060474384,0.10460205,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.059814931,0.100778319,,data.csv
,,,,data.csv
,0.060802783,0.103463014,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.060940322,0.100031203,,data.csv
,,,,data.csv
,0.062765727,0.105699025,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.060028199,0.102996439,,data.csv
,,,,data.csv
,0.059464055,0.103182603,,data.csv
,,,,data.csv
,0.059925077,0.099637435,,data.csv
,,,,data.csv
,0.058209862,0.098751948,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.059357568,0.096461261,,data.csv
,,,,data.csv
,0.062746552,0.102389768,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.059698184,0.095434536,,data.csv
,,,,data.csv
,0.061300524,0.103684424,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.062360229,0.099801946,,data.csv
,,,,data.csv
,0.061005988,0.104200333,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.064107918,0.10005881,,data.csv
,,,,data.csv
,0.063438346,0.107052506,,data.csv
,,,,data.csv
,0.069740135,0.20684892,,data.csv
,,,,data.csv
,0.068072427,0.21552468,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.072808927,0.213201671,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.069287298,0.198576807,,data.csv
,,,,data.csv
,0.067129343,0.208094372,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.069230309,0.189721645,,data.csv
,,,,data.csv
,0.070910122,0.191172025,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.065773863,0.205352624,,data.csv
,,,,data.csv
,0.078210336,0.217868842,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.077465477,0.204706188,,data.csv
,,,,data.csv
,0.078213254,0.214105468,,data.csv
,,,,data.csv
,0.078269009,0.205328188,,data.csv
,,,,data.csv
,0.080712804,0.19832731,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.076456966,0.204078163,,data.csv
,,,,data.csv
,0.077121363,0.211459367,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.0748902,0.210224248,,data.csv
,,,,data.csv
,0.077436466,0.211946029,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.079650732,0.218882874,,data.csv
,,,,data.csv
,0.076758734,0.205991279,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.074317211,0.208792221,,data.csv
,,,,data.csv
,0.075818589,0.202512266,,data.csv
,,,,data.csv
,0.081573019,0.227341663,,data.csv
,,,,data.csv
,0.077965861,0.197947374,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.08159659,0.229089983,,data.csv
,,,,data.csv
,0.075670079,0.193911658,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.082773121,0.245658972,,data.csv
,,,,data.csv
,0.077331741,0.194804375,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.082061331,0.234589191,,data.csv
,,,,data.csv
,0.075205497,0.22105217,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.08381627,0.221555862,,data.csv
,,,,data.csv
,0.078206692,0.217415594,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.070664516,0.079450258,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.072291558,0.080321595,,data.csv
,,,,data.csv
,0.069760595,0.077037715,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.073042512,0.081399404,,data.csv
,,,,data.csv
,0.070876499,0.077891581,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.072780724,0.081114935,,data.csv
,,,,data.csv
,0.070745512,0.078323986,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.073175002,0.082273812,,data.csv
,,,,data.csv
,0.071332626,0.078978636,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.073993711,0.083043327,,data.csv
,,,,data.csv
,0.07176152,0.079782528,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.073519688,0.082442167,,data.csv
,,,,data.csv
,0.071373796,0.079116488,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.073267574,0.082761888,,data.csv
,,,,data.csv
,0.072146162,0.080061664,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.074627766,0.083735549,,data.csv
,,,,data.csv
,0.072332995,0.079435818,,data.csv
,,,,data.csv
,0.104137599,0.126577155,,data.csv
,,,,data.csv
,0.118519887,0.147976588,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.099771813,0.12513129,,data.csv
,,,,data.csv
,0.102144214,0.127772042,,data.csv
,,,,data.csv
,0.103028508,0.128847124,,data.csv
,,,,data.csv
,0.101453747,0.131109109,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.099165716,0.125657966,,data.csv
,,,,data.csv
,0.096501138,0.125814495,,data.csv
,,,,data.csv
,0.106692902,0.122589068,,data.csv
,,,,data.csv
,0.105756919,0.116659065,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.104220744,0.122609609,,data.csv
,,,,data.csv
,0.104310681,0.115022936,,data.csv
,,,,data.csv
,0.104754543,0.123037073,,data.csv
,,,,data.csv
,0.103722601,0.115803444,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.104682534,0.123719212,,data.csv
,,,,data.csv
,0.102163672,0.115778377,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.104324978,0.122519109,,data.csv
,,,,data.csv
,0.104740011,0.117485753,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.105551883,0.123643384,,data.csv
,,,,data.csv
,0.103889161,0.115986499,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.106994601,0.123335365,,data.csv
,,,,data.csv
,0.103679643,0.115829931,,data.csv
,,,,data.csv
,0.102265579,0.116190913,,data.csv
,,,,data.csv
,0.102601742,0.115224594,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.104561817,0.116837667,,data.csv
,,,,data.csv
,0.104595722,0.117017827,,data.csv
,,,,data.csv
,0.104933816,0.11615802,,data.csv
,,,,data.csv
,0.106528107,0.118190474,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.118795455,0.147571593,,data.csv
,,,,data.csv
,0.121905998,0.147611604,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,0.116420421,0.138512594,,data.csv
,,,,data.csv
,0.117359525,0.141946278,,data.csv
,,,,data.csv
,0.116708833,0.139686272,,data.csv
,,,,data.csv
,0.116436024,0.143071306,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
,,,,data.csv
